Company,Exchange:Ticker,Industry ,Country,Broad Group,Sub Group,Bottom up Beta for sector,Bottom up levered beta,ERP for Country,Cost of equity in US$,Total Default Spread for cost of debt (Company + Country),Pre-tax cost of debt in US $,After-tax cost of debt in US $,Cost of capital in US$,ROE - Cost of Equity,ROIC - Cost of Capital,Marketcapital,PV of lease debt,Total Debt,Total Debt incl leases (in US $),Firm Value (in US $),Cash,Enterprise Value (in US $),Cash/ Firm Value,Liquidity Ratio (Daily trading volume/Shrs outs),Book Debt to capital ratio,MDC,Book Debt to Equity Ratio,Market Debt to Equity ratio,"Stock price (Dec 31, 2012)in US$",Beta,Correlation with market,Standard deviation in stock price,HiL0 Risk Measure (Hi- lo)/ (Hi+Lo),Interest coverage ratio,Current PE,Trailing PE,Forward PE,PEG,PBV,PS,EV/EBIT,EV/EBITDA,EV/Invested Capital,EV/Sales,Payout ratio,Dividend Yield,Historical growth in Net Income - Last 3 years,Historical growth in Net Income - Last 5 years,Historical growth in Revenues - Last 3 years,Historical growth in Revenues - Last 5 years,Expected growth rate in EPS- Next 5 years,Expected growth in revenues - Next 2 years,roe,Return on Capital (ROC or ROIC),npm,Pre-tax Operating Margin,Effective Tax Rate,% held by institutions,Net Income,Trailing Net Income,Operating Income,Trailing Operating Income (adj for leases),Revenues,Trailing Revenues,EBITDA,Trailing EBITDA,EBIT (1-t),Net Debt issued (Debt issue - repaid),Change in non-cash Working capital,Net Cap Ex,Reinvestment Rate,FCFF,FCFE,FCFE without debt,Book Value of Equity - 4 qtrs ago,Invested Capital - 4 qtre ago,Current Book Value of Equity,Current Invested Capital,Dividends,Modified 2-year beta,Modified 5-year beta,Beta adjustment factor,Coeff of variation - Op Income,Coeff of variation - Net Income,Average 10-year EBIT,Average 10-yr Net Income,Dividends + Buybacks,CRP,Country Marginal tax rate
Mauser Waldeck AG (DB:MAU),DB:MAU,Office Equipment & Services,Germany,Developed Europe,EU & Environs,0.6194,0.6194,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$0.93 ,$0.00 ,$0.00 ,$0.00 ,$0.93 ,$0.00 ,$0.93 ,0.00%,0,NA,0.00%,NA,0.00%,$1.54 ,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
a.i.s. AG (DB:LUM),DB:LUM,Environmental & Waste Services,Germany,Developed Europe,EU & Environs,0.8585,0.8585,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$2.97 ,$0.00 ,$0.00 ,$0.00 ,$2.97 ,$0.00 ,$2.97 ,0.00%,0.01,NA,0.00%,NA,0.00%,$0.37 ,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
German Brokers AG (DB:GEB),DB:GEB,Brokerage & Investment Banking,Germany,Developed Europe,EU & Environs,0.3452,0.3452,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$0.62 ,$0.00 ,$0.00 ,$0.00 ,$0.62 ,$0.00 ,$0.62 ,0.00%,0,NA,0.00%,NA,0.00%,$0.21 ,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,0.00%,0.00%,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.13 ,$0.11 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Omiris AG (DB:HBD1),DB:HBD1,Brokerage & Investment Banking,Germany,Developed Europe,EU & Environs,0.3452,0.3452,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,NA,NA,$0.38 ,$0.00 ,$0.00 ,$0.00 ,$0.38 ,$0.00 ,$0.38 ,0.00%,0,NA,0.00%,NA,0.00%,$0.81 ,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
EST MEDIA Holding Public Limited Company (BUSE:ESTMEDIA),BUSE:ESTMEDIA,Internet software and services,Hungary,Developed Europe,EU & Environs,1.1045,1.1045,#REF!,#REF!,5.00%,#REF!,#REF!,#REF!,NA,NA,$0.84 ,$0.00 ,$0.00 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,0.00%,0.01,NA,0.00%,NA,0.00%,$0.04 ,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.75%,21%
Newtree S.A. (ENXTBR:NEWT),ENXTBR:NEWT,Food Processing,Belgium,Developed Europe,EU & Environs,0.6615,0.6615,#REF!,#REF!,3.10%,#REF!,#REF!,#REF!,NA,NA,$4.54 ,$0.00 ,$0.00 ,$0.00 ,$4.54 ,$0.00 ,$4.54 ,0.00%,0,NA,0.00%,NA,0.00%,$3.93 ,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.33,0.37,($0.02),($0.16),$0.00 ,0.90%,21%
ERYPLAST sa-nv (ENXTBR:ERY),ENXTBR:ERY,Packaging & Container,Belgium,Developed Europe,EU & Environs,0.6437,0.6437,#REF!,#REF!,3.10%,#REF!,#REF!,#REF!,NA,NA,$3.43 ,$0.00 ,$0.00 ,$0.00 ,$3.43 ,$0.00 ,$3.43 ,0.00%,0,NA,0.00%,NA,0.00%,$2.09 ,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.90%,21%
Eurinnov (ENXTPA:MLERI),ENXTPA:MLERI,Business & Consumer Services,France,Developed Europe,EU & Environs,0.7667,0.7667,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$1.83 ,$0.00 ,$0.00 ,$0.00 ,$1.83 ,$0.00 ,$1.83 ,0.00%,NA,NA,0.00%,NA,0.00%,$2.00 ,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,21%
Concha plc (AIM:CHA),AIM:CHA,Apparel,United Kingdom,Developed Europe,UK,0.8237,0.8237,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$2.67 ,$0.00 ,$0.00 ,$0.00 ,$2.67 ,$0.13 ,$2.54 ,4.91%,0.01,0.00%,0.00%,0.00%,0.00%,$0.00 ,NA,NA,NA,0.45,NA,NA,NA,NA,NA,12.36,NA,NA,NA,29.87,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-221.26%,-64.85%,NA,NA,0.00%,9.23%,($2.81),($2.81),($0.52),($0.52),$0.00 ,$0.00 ,($0.49),($0.25),($0.52),$0.81 ,$0.08 ,$0.45 ,NA,($1.06),($4.16),($3.35),$1.27 ,$0.81 ,$0.22 ,$0.09 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,30%
Rexan Soci¨¦t¨¦ Anonyme (ENXTPA:MLREX),ENXTPA:MLREX,Computer Services,France,Developed Europe,EU & Environs,0.8659,0.8659,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$1.82 ,$0.00 ,$0.00 ,$0.00 ,$1.82 ,$0.00 ,$1.82 ,0.00%,NA,NA,0.00%,NA,0.00%,$1.04 ,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,21%
Lavide Holding N.V. (ENXTAM:LVIDE),ENXTAM:LVIDE,Computer Services,Netherlands,Developed Europe,EU & Environs,0.8659,0.9679,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$1.72 ,$0.01 ,$0.20 ,$0.20 ,$1.92 ,$0.01 ,$1.91 ,0.47%,0.01,57.78%,10.54%,136.88%,11.78%,$5.05 ,0.29,NA,NA,0.5,NA,NA,NA,NA,NA,11.62,NA,NA,NA,5.6,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-103.60%,-10.84%,NA,NA,0.00%,NA,($40.40),($11.50),($1.36),($1.23),$0.00 ,$0.00 ,($1.00),($1.09),($1.23),$0.00 ,$1.09 ,$4.37 ,NA,($6.69),($16.96),($16.96),$11.10 ,$11.33 ,$0.15 ,$0.34 ,$0.00 ,-0.12,0.67,0.5,0.12,0.13,$1.54 ,($9.60),$0.00 ,0.00%,21%
Agiplan TechnoSoft AG (DB:AGI),DB:AGI,Computer Services,Germany,Developed Europe,EU & Environs,0.8659,0.8659,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$0.17 ,$0.00 ,$0.00 ,$0.00 ,$0.17 ,$0.00 ,$0.17 ,0.00%,0.01,NA,0.00%,NA,0.00%,$0.03 ,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,0.00%,0.00%,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$12.70 ,$9.27 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.00%,21%
Coburg Group plc (AIM:CGG),AIM:CGG,Metals & Mining,United Kingdom,Developed Europe,UK,1.0289,1.5955,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$0.52 ,$0.00 ,$0.29 ,$0.29 ,$0.81 ,$0.27 ,$0.55 ,32.68%,0,75.00%,35.51%,300.00%,55.07%,$1.27 ,1.06,6.32%,150.00%,0.63,NA,NA,NA,NA,NA,5.45,NA,NA,NA,4.59,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-51.50%,-91.27%,NA,NA,0.00%,7.61%,($0.14),($0.14),($0.12),($0.12),$0.00 ,$0.00 ,($0.11),($0.11),($0.12),($0.29),($0.11),$0.15 ,NA,($0.16),$0.11 ,($0.18),$0.27 ,$0.13 ,$0.10 ,$0.12 ,$0.00 ,0.39,0.83,0.5,0.14,0.13,($0.23),($0.27),$0.00 ,0.60%,30%
Immedia Group PLC (AIM:IME),AIM:IME,Broadcasting,United Kingdom,Developed Europe,UK,1.0846,1.2666,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,NA,$2.19 ,$0.09 ,$0.28 ,$0.37 ,$2.56 ,$0.41 ,$2.15 ,15.87%,0.01,32.03%,14.37%,47.12%,16.78%,$0.16 ,-0.62,10.95%,NA,0.25,39,NA,6.52,NA,NA,2.81,0.54,5.28,NA,4.9,0.53,0.00%,0.00%,153.60%,NA,-11.30%,-5.69%,NA,NA,73.36%,NA,8.46%,10.26%,0.00%,15.15%,($0.25),$0.34 ,$0.31 ,$0.41 ,$4.04 ,$3.97 ,($0.10),$0.43 ,$0.41 ,$0.09 ,$0.41 ,($0.14),64.79%,$0.14 ,($0.02),$0.07 ,$0.46 ,($0.19),$0.78 ,$0.44 ,$0.00 ,-0.36,-0.2,0.5,0.09,0.12,($0.47),($0.72),$0.00 ,0.60%,30%
NUTEX Investments Public Limited Company (BUSE:NUTEX),BUSE:NUTEX,Pharma & Drugs,Hungary,Developed Europe,EU & Environs,0.8303,0.8303,#REF!,#REF!,5.00%,#REF!,#REF!,#REF!,NA,NA,$0.52 ,$0.00 ,$0.00 ,$0.00 ,$0.52 ,$0.00 ,$0.52 ,0.00%,0,0.00%,0.00%,0.00%,0.00%,$0.29 ,NA,NA,NA,0.34,NA,0.83,0.71,NA,NA,0.08,0.04,NA,NA,0.08,0.04,0.00%,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,4.76%,-0.67%,0.00%,NA,$0.63 ,$0.73 ,($0.10),($0.10),$11.70 ,$15.30 ,$0.00 ,$0.00 ,($0.10),$0.00 ,$0.00 ,$0.00 ,NA,($0.10),$0.73 ,$0.73 ,$0.00 ,$0.00 ,$6.67 ,$6.67 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.75%,21%
Pannonflax Rt. (BUSE:PFLAX),BUSE:PFLAX,Apparel,Hungary,Developed Europe,EU & Environs,0.8237,0.8237,#REF!,#REF!,5.00%,#REF!,#REF!,#REF!,#REF!,#REF!,$0.73 ,$0.00 ,$0.00 ,$0.00 ,$0.73 ,$0.00 ,$0.73 ,0.00%,0,NA,0.00%,NA,0.00%,$0.33 ,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,0.09,NA,0.00%,NA,NA,NA,NA,NA,NA,-7.90%,-4.27%,-29.02%,-15.70%,0.00%,24.27%,($1.01),($1.39),($0.75),($0.75),$8.05 ,$4.79 ,$0.00 ,$0.00 ,($0.75),$0.00 ,$0.00 ,$0.00 ,NA,($0.75),($1.39),($1.39),$17.60 ,$17.60 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.14,0.2,$0.18 ,($0.42),$0.00 ,3.75%,21%
Csepel Holding Rt. (BUSE:CSEPEL),BUSE:CSEPEL,Machinery,Hungary,Developed Europe,EU & Environs,1.014,1.014,#REF!,#REF!,5.00%,#REF!,#REF!,#REF!,NA,NA,$3.37 ,$0.00 ,$0.00 ,$0.00 ,$3.37 ,$0.00 ,$3.37 ,0.00%,0,NA,0.00%,NA,0.00%,$1.45 ,NA,NA,NA,0.26,1.04,674,674,NA,NA,NA,0.4,7.59,NA,NA,0.4,0.00%,0.00%,NA,NA,17.50%,16.00%,NA,NA,NA,NA,0.06%,5.31%,50.00%,NA,$0.01 ,$0.01 ,$0.44 ,$0.44 ,$8.36 ,$8.36 ,$0.00 ,$0.00 ,$0.22 ,$0.00 ,$0.00 ,$0.00 ,0.00%,$0.22 ,$0.01 ,$0.01 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,3.75%,21%
Phone Web (ENXTPA:MLPHW),ENXTPA:MLPHW,Office Equipment & Services,France,Developed Europe,EU & Environs,0.6194,0.6194,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$1.19 ,$0.00 ,$0.00 ,$0.00 ,$1.19 ,$0.00 ,$1.19 ,0.00%,0,NA,0.00%,NA,0.00%,$1.06 ,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.17,0.15,$0.56 ,$0.37 ,$0.00 ,0.60%,21%
Q-Soft Verwaltungs AG (DB:QS6),DB:QS6,Computer Software,Germany,Developed Europe,EU & Environs,1.0246,1.0246,#REF!,#REF!,2.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$2.93 ,$0.00 ,$0.00 ,$0.00 ,$2.93 ,$0.00 ,$2.93 ,0.00%,0,NA,0.00%,NA,0.00%,$3.33 ,NA,NA,NA,0.1,0.13,NA,NA,NA,NA,NA,NA,244.17,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-4.01%,0.31%,NA,NA,0.00%,NA,($0.08),($0.08),$0.01 ,$0.01 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.01 ,$0.00 ,$0.00 ,$0.00 ,0.00%,$0.01 ,($0.08),($0.08),$1.92 ,$3.82 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.42,0.45,$0.06 ,$0.05 ,$0.00 ,0.00%,21%
Namibian Resources plc (AIM:NBR),AIM:NBR,Precious Metals,United Kingdom,Developed Europe,UK,1.153,1.153,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$3.58 ,$0.00 ,$0.00 ,$0.00 ,$3.58 ,$0.01 ,$3.57 ,0.34%,0,NA,0.00%,NA,0.00%,$0.06 ,0.29,3.16%,NA,0.34,NA,NA,NA,NA,NA,NA,41.63,NA,NA,NA,41.49,NA,0.00%,NA,NA,8.18%,-25.30%,NA,NA,-89.67%,-49.54%,-4520.83%,-2458.33%,0.00%,NA,($2.00),($2.17),($1.18),($1.18),$0.09 ,$0.05 ,($0.31),($0.27),($1.18),$0.00 ,($0.29),($1.00),NA,$0.10 ,($0.89),($0.89),$2.42 ,$2.38 ,($0.29),($0.30),$0.00 ,-0.06,0.56,0.5,NA,NA,NA,NA,$0.00 ,0.60%,30%
Transturk Holding AS (IBSE:TRNSK),IBSE:TRNSK,Diversified,Turkey,Developed Europe,EU & Environs,0.595,0.8224,#REF!,#REF!,6.20%,#REF!,#REF!,#REF!,NA,NA,$2.59 ,$0.00 ,$0.99 ,$0.99 ,$3.58 ,$0.02 ,$3.56 ,0.64%,0.01,NA,27.65%,NA,38.22%,$0.13 ,0.72,7.07%,130.81%,0.61,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$19.40 ,($24.20),($24.50),($24.50),$0.00 ,$0.00 ,$0.00 ,$0.00 ,($24.50),$0.00 ,$0.00 ,$0.00 ,NA,($24.50),($24.20),($24.20),($0.29),($0.38),($2.48),($1.51),$0.00 ,0.37,0.35,0.5,NA,NA,NA,NA,$0.00 ,3.30%,21%
Visio Nerf (ENXTPA:MLVIS),ENXTPA:MLVIS,Electronics,France,Developed Europe,EU & Environs,1.0714,1.0714,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,NA,NA,$1.55 ,$0.00 ,$0.00 ,$0.00 ,$1.55 ,$0.00 ,$1.55 ,0.00%,0,NA,0.00%,NA,0.00%,$1.40 ,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,0.60%,21%
Polemos plc (AIM:PLMO),AIM:PLMO,Financial Svcs.,United Kingdom,Developed Europe,UK,0.2108,0.2142,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$1.25 ,$0.02 ,$0.00 ,$0.02 ,$1.27 ,$0.22 ,$1.05 ,17.24%,0.01,1.97%,1.60%,2.01%,1.62%,$0.00 ,3.76,28.81%,150.00%,0.56,NA,NA,1.14,NA,NA,1.24,78.13,1.38,NA,1.3,65.7,0.00%,0.00%,NA,NA,-86.20%,-69.50%,NA,NA,42.47%,131.66%,9166.67%,6366.23%,0.00%,24.37%,($0.16),$1.10 ,$0.77 ,$0.76 ,$0.02 ,$0.01 ,($0.48),$0.00 ,$0.76 ,$0.00 ,$1.27 ,($0.17),144.51%,($0.34),$0.00 ,$0.00 ,$2.59 ,$0.58 ,$1.01 ,$0.81 ,$0.00 ,2.35,0.92,0.5,0.08,0.09,($5.02),($5.54),$0.00 ,0.60%,30%
"MARAC Electronics, S.A. (ATSE:MARAC)",ATSE:MARAC,Aerospace/Defense,Greece,Developed Europe,EU & Environs,0.9095,0.9095,#REF!,#REF!,12.50%,#REF!,#REF!,#REF!,NA,NA,$3.91 ,$0.00 ,$0.00 ,$0.00 ,$3.91 ,$0.00 ,$3.91 ,0.00%,0,NA,0.00%,NA,0.00%,$0.41 ,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,1.24,NA,NA,NA,1.24,NA,0.00%,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,0.00%,0.00%,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$3.16 ,$3.16 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,NA,NA,NA,NA,$0.00 ,15.00%,21%
Lordos United Plastics Public Limited (CSE:LPL),CSE:LPL,Chemical (Basic),Cyprus,Developed Europe,EU & Environs,0.9245,3.2161,#REF!,#REF!,12.50%,#REF!,#REF!,#REF!,#REF!,#REF!,$4.72 ,$0.00 ,$11.70 ,$11.70 ,$16.42 ,$0.26 ,$16.16 ,1.60%,0,29.18%,71.25%,41.20%,247.88%,$0.10 ,-0.04,6.32%,NA,0.25,NA,NA,NA,NA,NA,0.17,0.18,NA,NA,0.41,0.6,NA,0.00%,NA,NA,-10.60%,-6.54%,NA,NA,-13.91%,-6.88%,-18.62%,-12.60%,0.00%,8.33%,($4.43),($4.45),($3.08),($3.01),$26.80 ,$23.90 ,($0.80),($1.05),($3.01),$0.36 ,($2.70),$0.57 ,NA,($0.88),($2.68),($2.32),$32.00 ,$43.79 ,$28.40 ,$39.74 ,$0.00 ,-0.19,0.32,0.5,NA,NA,NA,NA,$0.00 ,15.00%,21%
Eurasia Energy Ltd. (OTCPK:EUEN.F),OTCPK:EUEN.F,Oil/Gas (Production and Exploration),United Kingdom,Developed Europe,UK,0.7389,0.7389,#REF!,#REF!,2.90%,#REF!,#REF!,#REF!,#REF!,#REF!,$0.55 ,$0.00 ,$0.00 ,$0.00 ,$0.55 ,$0.00 ,$0.55 ,0.00%,0,NA,0.00%,NA,0.00%,$0.02 ,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-18.94%,-730.77%,NA,NA,0.00%,NA,($0.10),($0.10),($0.10),($0.10),$0.00 ,$0.00 ,($0.09),($0.09),($0.10),$0.00 ,$0.00 ,$0.00 ,NA,($0.10),($0.10),($0.10),$0.53 ,$0.01 ,$0.00 ,$0.00 ,$0.00 ,NA,NA,0.5,0.19,0.17,($0.64),($0.68),$0.00 ,0.60%,30%
Triple Plate Junction plc (AIM:TPJ),AIM:TPJ,Precious Metals,United Kingdom,Developed Europe,UK,1.153,1.153,#REF!,#REF!,4.40%,#REF!,#REF!,#REF!,#REF!,#REF!,$1.90 ,$0.00 ,$0.00 ,$0.00 ,$1.90 ,$1.87 ,$0.03 ,98.42%,0,0.00%,0.00%,0.00%,0.00%,$0.01 ,2.11,4.47%,150.00%,0.67,NA,NA,NA,NA,NA,0.53,NA,NA,NA,0.02,NA,NA,0.00%,NA,NA,NA,NA,NA,NA,-68.29%,-92.90%,NA,NA,0.00%,14.07%,($7.42),($7.58),($7.72),($7.72),$0.00 ,$0.00 ,($0.93),($0.25),($7.72),$0.00 ,$0.20 ,($6.81),NA,($1.11),($0.97),($0.97),$11.10 ,$8.31 ,$3.58 ,$1.71 ,$0.00 ,0.32,2.54,0.5,0.07,0.17,($2.30),($4.25),$0.00 ,0.60%,30%
Insetco PLC (AIM:INC),AIM:INC,Insurance (Life),United Kingdom,Developed Europe,UK,1.0526,1.0526,#REF!,#REF!,3.40%,#REF!,#REF!,#REF!,#REF!,NA,$2.31 ,$0.00 ,$0.00 ,$0.00 ,$2.31 ,$0.04 ,$2.27 ,1.65%,0,NA,0.00%,NA,0.00%,$0.01 ,0.95,8.94%,95.59%,0.44,NA,NA,NA,NA,NA,NA,1.97,NA,34.95,NA,1.94,NA,0.00%,NA,NA,NA,NA,NA,NA,-174.64%,NA,NA,NA,0.00%,NA,($2.89),($3.65),($0.95),($0.95),$1.17 ,$0.00 ,$0.07 ,($0.95),($0.95),$0.00 ,($0.53),$0.00 ,NA,($0.42),($3.12),($3.12),$2.09 ,($0.09),($0.18),($0.52),$0.00 ,0.34,0.75,0.5,NA,NA,NA,NA,$0.00 ,0.60%,30%
